Applicant,درخواست دہندگان,
Applicant Type,درخواست دہندگان کی قسم,
Loan Amount cannot exceed Maximum Loan Amount of {0},قرض کی رقم {0} کی زیادہ سے زیادہ قرض کی رقم سے زیادہ نہیں ہوسکتی,
Loan Application,قرض کی درخواست,
Loan Management,قرض مینجمنٹ,
Loan Repayment,قرض کی واپسی,
Monthly Repayment Amount cannot be greater than Loan Amount,ماہانہ واپسی کی رقم قرض کی رقم سے زیادہ نہیں ہو سکتا,
Payable Amount,قابل ادائیگی,
Payment Date,ادائیگی کی تاریخ,
Please enter Repayment Periods,واپسی کا دورانیہ درج کریں,
Please enter repayment Amount,واپسی کی رقم درج کریں,
Principal Amount,اصل رقم,
Sanctioned Amount,منظور رقم,
Approved,منظور,
Account {0} does not belong to company {1},اکاؤنٹ {0} کمپنی سے تعلق نہیں ہے {1},
Add Loan Security,لون سیکیورٹی شامل کریں,
Against Loan,قرض کے خلاف,
Against Loan:,قرض کے خلاف:,
Amount paid cannot be zero,ادا کی گئی رقم صفر نہیں ہوسکتی ہے,
Cannot create loan until application is approved,درخواست منظور ہونے تک قرض نہیں بن سکتا,
Loan Amount exceeds maximum loan amount of {0} as per proposed securities,مجوزہ سیکیورٹیز کے مطابق قرض کی رقم زیادہ سے زیادہ قرض {0 ex سے زیادہ ہے,
Loan Disbursement,قرض کی فراہمی,
Loan Security,قرض کی حفاظت,
Loan Security Pledge,قرض کی حفاظت کا عہد,
Loan Security Pledge Created : {0},قرض کی حفاظت کا عہد کیا گیا: {0},
Loan Security Price,قرض کی حفاظت کی قیمت,
Loan Security Price overlapping with {0},قرض کی حفاظت کی قیمت {0 with کے ساتھ وورلیپنگ,
Loan Security Unpledge,قرض سیکیورٹی Unpledge,
Loan Security Value,قرض کی حفاظت کی قیمت,
Loan amount cannot be greater than {0},قرض کی رقم {0 than سے زیادہ نہیں ہوسکتی ہے,
Loan is mandatory,قرض لازمی ہے,
Penalty Amount,جرمانے کی رقم,
Please select Applicant Type first,براہ کرم پہلے درخواست دہندگان کی قسم منتخب کریں,
Please select Loan Type for company {0},براہ کرم کمپنی کے ل Lo قرض کی قسم منتخب کریں Type 0 select,
Pledge Status,عہد کی حیثیت,
Pledge Time,عہد نامہ,
Proposed Pledges are mandatory for secured Loans,محفوظ قرضوں کے لئے مجوزہ وعدے لازمی ہیں,
Qty or Amount is mandatroy for loan security,قرض کی حفاظت کے لئے مقدار یا رقم کی مقدار مینڈٹروائی ہے,
Repayment Method is mandatory for term loans,مدتی قرضوں کے لئے ادائیگی کا طریقہ لازمی ہے,
Repayment Start Date is mandatory for term loans,مدتی قرضوں کے لئے ادائیگی شروع کرنے کی تاریخ لازمی ہے,
Sanctioned Amount limit crossed for {0} {1},منظور شدہ رقم کی حد {0} {1 for کو عبور کر گئی,
Sanctioned Loan Amount already exists for {0} against company {1},کمپنی} 1} کے خلاف منظور شدہ قرض کی رقم پہلے ہی {0 for میں موجود ہے,
Valid From Time must be lesser than Valid Upto Time.,درست وقت سے وقت تک درست سے کم ہونا چاہئے۔,
Loan Amount is mandatory,قرض کی رقم لازمی ہے,
Loan amount is mandatory,قرض کی رقم لازمی ہے,
No valid Loan Security Price found for {0},Security 0 for کے لئے کوئی مناسب قرض کی حفاظت کی قیمت نہیں ملی,
Loan Account and Payment Account cannot be same,لون اکاؤنٹ اور ادائیگی اکاؤنٹ ایک جیسے نہیں ہوسکتے ہیں,
Loan Security Pledge can only be created for secured loans,صرف سیکیورٹی والے قرضوں کے لئے قرض کی حفاظت کا عہد کیا جاسکتا ہے,
Applicant Name,درخواست گزار کا نام,
Member,رکن,
Partially Disbursed,جزوی طور پر زرعی قرضوں کی فراہمی,
Loan Closure Requested,قرض کی بندش کی درخواست کی گئی,
Loan Details,قرض کی تفصیلات,
Loan Type,قرض کی قسم,
Loan Amount,قرضے کی رقم,
Is Secured Loan,محفوظ قرض ہے,
Rate of Interest (%) / Year,سود (٪) / سال کی شرح,
Disbursement Date,ادائیگی کی تاریخ,
Disbursed Amount,تقسیم شدہ رقم,
Is Term Loan,ٹرم لون ہے,
Repayment Method,باز ادائیگی کا طریقہ,
Repay Fixed Amount per Period,فی وقفہ مقررہ رقم ادا,
Repay Over Number of Periods,دوران ادوار کی تعداد ادا,
Repayment Period in Months,مہینے میں واپسی کی مدت,
Monthly Repayment Amount,ماہانہ واپسی کی رقم,
Repayment Start Date,واپسی کی تاریخ شروع,
Loan Security Details,قرض کی حفاظت کی تفصیلات,
Maximum Loan Value,زیادہ سے زیادہ قرض کی قیمت,
Account Info,اکاونٹ کی معلومات,
Loan Account,قرض اکاؤنٹ,
Interest Income Account,سودی آمدنی اکاؤنٹ,
Penalty Income Account,پنلٹی انکم اکاؤنٹ,
Repayment Schedule,واپسی کے شیڈول,
Total Payable Amount,کل قابل ادائیگی رقم,
Total Principal Paid,کل پرنسپل ادا ہوا,
Total Interest Payable,کل سود قابل ادائیگی,
Total Amount Paid,ادا کردہ کل رقم,
Loan Manager,لون منیجر,
Loan Info,قرض کی معلومات,
Rate of Interest,سود کی شرح,
Proposed Pledges,مجوزہ وعدے,
Maximum Loan Amount,زیادہ سے زیادہ قرض کی رقم,
Repayment Info,باز ادائیگی کی معلومات,
Total Payable Interest,کل قابل ادائیگی دلچسپی,
Against Loan ,قرض کے خلاف,
Loan Interest Accrual,قرضہ سود ایکوری,
Amounts,رقم,
Pending Principal Amount,زیر التواء پرنسپل رقم,
Payable Principal Amount,قابل ادائیگی کی رقم,
Paid Principal Amount,ادا شدہ پرنسپل رقم,
Paid Interest Amount,ادا کردہ سود کی رقم,
Process Loan Interest Accrual,پروسیس لون سود ایکوری,
Repayment Schedule Name,ادائیگی کے نظام الاوقات کا نام,
Payment Details,ادائیگی کی تفصیلات,
Interest Payable,قابل ادائیگی سود,
Amount Paid,رقم ادا کر دی,
Principal Amount Paid,پرنسپل رقم ادا کی گئی,
Repayment Details,ادائیگی کی تفصیلات,
