Applicant,درخواست کننده,
Applicant Type,نوع متقاضی,
Loan Amount cannot exceed Maximum Loan Amount of {0},وام مبلغ می توانید حداکثر مبلغ وام از تجاوز نمی {0},
Loan Application,درخواست وام,
Loan Management,مدیریت وام,
Loan Repayment,بازپرداخت وام,
Monthly Repayment Amount cannot be greater than Loan Amount,میزان بازپرداخت ماهانه نمی تواند بیشتر از وام مبلغ,
Payable Amount,مبلغ قابل پرداخت,
Payment Date,تاریخ پرداخت,
Please enter Repayment Periods,لطفا دوره بازپرداخت وارد کنید,
Please enter repayment Amount,لطفا مقدار بازپرداخت وارد کنید,
Principal Amount,مقدار اصلی,
Sanctioned Amount,مقدار تحریم,
Approved,تایید,
Account {0} does not belong to company {1},حساب {0} به شرکت {1} تعلق ندارد,
Add Loan Security,امنیت وام را اضافه کنید,
Against Loan,در برابر وام,
Against Loan:,در برابر وام:,
Amount paid cannot be zero,مبلغ پرداخت شده نمی تواند صفر باشد,
Cannot create loan until application is approved,تا زمانی که درخواست تأیید نشود ، نمی توانید وام ایجاد کنید,
Loan Amount exceeds maximum loan amount of {0} as per proposed securities,مبلغ وام بیش از حداکثر میزان وام {0} به ازای اوراق بهادار پیشنهادی است,
Loan Disbursement,پرداخت وام,
Loan Security,امنیت وام,
Loan Security Pledge,تعهد امنیتی وام,
Loan Security Pledge Created : {0},تعهد امنیتی وام ایجاد شده: {0,
Loan Security Price,قیمت امنیت وام,
Loan Security Price overlapping with {0},همپوشانی قیمت امنیت وام با {0},
Loan Security Unpledge,اعتراض امنیتی وام,
Loan Security Value,ارزش امنیتی وام,
Loan amount cannot be greater than {0},مبلغ وام نمی تواند بیشتر از {0 باشد,
Loan is mandatory,وام الزامی است,
Penalty Amount,میزان مجازات,
Please select Applicant Type first,لطفا ابتدا متقاضی نوع را انتخاب کنید,
Please select Loan Type for company {0},لطفا نوع وام را برای شرکت {0 انتخاب کنید,
Pledge Status,وضعیت تعهد,
Pledge Time,زمان تعهد,
