Applicant,مقدم الطلب,
Applicant Type,نوع مقدم الطلب,
Loan Amount cannot exceed Maximum Loan Amount of {0},مبلغ القرض لا يمكن أن يتجاوز الحد الأقصى للقرض {0}\n<br>\nLoan Amount cannot exceed Maximum Loan Amount of {0},
Loan Application,طلب القرض,
Loan Management,إدارة القروض,
Loan Repayment,سداد القروض,
Monthly Repayment Amount cannot be greater than Loan Amount,قيمة السداد الشهري لا يمكن أن يكون أكبر من قيمة القرض,
Payable Amount,المبلغ المستحق,
Payment Date,تاريخ الدفعة,
Please enter Repayment Periods,الرجاء إدخال فترات السداد,
Please enter repayment Amount,الرجاء إدخال مبلغ السداد\n<br>\nPlease enter repayment Amount,
Principal Amount,المبلغ الرئيسي,
Sanctioned Amount,القيمة المقرر صرفه,
Approved,موافق عليه,
Account {0} does not belong to company {1},الحساب {0} لا ينتمي إلى شركة {1},
Add Loan Security,إضافة قرض الضمان,
Against Loan,ضد القرض,
Against Loan:,ضد القرض:,
Amount paid cannot be zero,لا يمكن أن يكون المبلغ المدفوع صفرًا,
Cannot create loan until application is approved,لا يمكن إنشاء قرض حتى تتم الموافقة على الطلب,
Loan Amount exceeds maximum loan amount of {0} as per proposed securities,يتجاوز مبلغ القرض الحد الأقصى لمبلغ القرض {0} وفقًا للأوراق المالية المقترحة,
Loan Disbursement,إنفاق تمويل,
Loan Security,ضمان القرض,
Loan Security Pledge,تعهد ضمان القرض,
Loan Security Pledge Created : {0},تعهد ضمان القرض: {0},
Loan Security Price,سعر ضمان القرض,
Loan Security Price overlapping with {0},سعر ضمان القرض متداخل مع {0},
Loan Security Unpledge,قرض ضمان unpledge,
Loan Security Value,قيمة ضمان القرض,
Loan amount cannot be greater than {0},لا يمكن أن يكون مبلغ القرض أكبر من {0},
Loan is mandatory,القرض إلزامي,
Penalty Amount,مبلغ العقوبة,
Please select Applicant Type first,يرجى اختيار نوع مقدم الطلب أولاً,
Please select Loan Type for company {0},يرجى اختيار نوع القرض للشركة {0},
Pledge Status,حالة التعهد,
Pledge Time,وقت التعهد,
Proposed Pledges are mandatory for secured Loans,التعهدات المقترحة إلزامية للقروض المضمونة,
Qty or Amount is mandatroy for loan security,الكمية أو المبلغ هو mandatroy لضمان القرض,
Repayment Method is mandatory for term loans,طريقة السداد إلزامية للقروض لأجل,
Repayment Start Date is mandatory for term loans,تاريخ بدء السداد إلزامي للقروض لأجل,
Sanctioned Amount limit crossed for {0} {1},تم تجاوز حد المبلغ المعتمد لـ {0} {1},
Sanctioned Loan Amount already exists for {0} against company {1},مبلغ القرض المعتمد موجود بالفعل لـ {0} ضد الشركة {1},
Valid From Time must be lesser than Valid Upto Time.,يجب أن يكون &quot;صالح من الوقت&quot; أقل من &quot;وقت صلاحية صالح&quot;.,
Loan Amount is mandatory,مبلغ القرض إلزامي,
Loan amount is mandatory,مبلغ القرض إلزامي,
No valid Loan Security Price found for {0},لم يتم العثور على سعر ضمان قرض صالح لـ {0},
Loan Account and Payment Account cannot be same,لا يمكن أن يكون حساب القرض وحساب الدفع متماثلين,
Loan Security Pledge can only be created for secured loans,لا يمكن إنشاء تعهد ضمان القرض إلا للقروض المضمونة,
Applicant Name,اسم طالب الوظيفة,
Member,عضو,
Partially Disbursed,صرف جزئ,
Loan Closure Requested,مطلوب قرض الإغلاق,
Loan Details,تفاصيل القرض,
Loan Type,نوع القرض,
Loan Amount,قيمة القرض,
Is Secured Loan,هو قرض مضمون,
Rate of Interest (%) / Year,معدل الفائدة (٪) / السنة,
Disbursement Date,تاريخ الصرف,
Disbursed Amount,المبلغ المصروف,
Is Term Loan,هو قرض لأجل,
Repayment Method,طريقة السداد,
Repay Fixed Amount per Period,سداد قيمة ثابتة لكل فترة,
Repay Over Number of Periods,سداد على عدد فترات,
Repayment Period in Months,فترة السداد بالأشهر,
