Repay Over Number of Periods,償還期的超過數
Loan Info,貸款信息
Total Payment,總付款
Total Payable Interest,合計應付利息
Applicant,申請人
Total Interest Payable,合計應付利息
Interest Income Account,利息收入科目
Balance Loan Amount,平衡貸款額
Repayment Schedule,還款計劃
Repayment Info,還款信息
Please enter repayment Amount,請輸入還款金額
Monthly Repayment Amount,每月還款額
Maximum Loan Amount,最高貸款額度
Repayment Method,還款方式
Applicant Type,申請人類型
Current Value,當前值
Total Payable Amount,合計應付額
Loan Amount,貸款額度
Loan Name,貸款名稱
Account Info,帳戶信息
Total Amount Paid,總金額支付
Loan Management,貸款管理
Loan Application,申請貸款
Loan Details,貸款詳情
Member,會員
Loan Account,貸款科目
Please enter Repayment Periods,請輸入還款期
Payment Details,付款詳情
Monthly Repayment Amount cannot be greater than Loan Amount,每月還款額不能超過貸款金額較大
Loan Amount cannot exceed Maximum Loan Amount of {0},貸款額不能超過最高貸款額度{0}
Repayment Start Date,還款開始日期
Repay Fixed Amount per Period,償還每期固定金額
Applicant Name,申請人名稱
Repayment Period in Months,在月還款期
Approved,批准
Loan Type,貸款類型
Sanctioned Amount,制裁金額
