Applicant,Žadatel,
Applicant Type,Typ žadatele,
Loan Amount cannot exceed Maximum Loan Amount of {0},Výše úvěru nesmí být vyšší než Maximální výše úvěru částku {0},
Loan Application,Žádost o půjčku,
Loan Management,Správa úvěrů,
Loan Repayment,Splácení úvěru,
Monthly Repayment Amount cannot be greater than Loan Amount,Měsíční splátka částka nemůže být větší než Výše úvěru,
Payable Amount,Splatná částka,
Payment Date,Datum splatnosti,
Please enter Repayment Periods,"Prosím, zadejte dobu splácení",
Please enter repayment Amount,"Prosím, zadejte splácení Částka",
Principal Amount,jistina,
Sanctioned Amount,Sankcionována Částka,
Approved,Schválený,
Account {0} does not belong to company {1},Účet {0} nepatří do společnosti {1},
Add Loan Security,Přidejte zabezpečení půjčky,
Against Loan,Proti půjčce,
Against Loan:,Proti úvěru:,
Amount paid cannot be zero,Zaplacená částka nesmí být nulová,
Cannot create loan until application is approved,"Dokud nebude žádost schválena, nelze vytvořit půjčku",
Loan Amount exceeds maximum loan amount of {0} as per proposed securities,Částka půjčky překračuje maximální částku půjčky {0} podle navrhovaných cenných papírů,
Loan Disbursement,Vyplacení půjčky,
Loan Security,Zabezpečení půjčky,
Loan Security Pledge,Úvěrový příslib,
Loan Security Pledge Created : {0},Vytvořen záložní úvěr: {0},
Loan Security Price,Cena za půjčku,
Loan Security Price overlapping with {0},Cena půjčky se překrývá s {0},
Loan Security Unpledge,Zabezpečení úvěru Unpledge,
Loan Security Value,Hodnota zabezpečení úvěru,
Loan amount cannot be greater than {0},Výše půjčky nesmí být větší než {0},
Loan is mandatory,Půjčka je povinná,
Penalty Amount,Trestná částka,
Please select Applicant Type first,Nejprve vyberte typ žadatele,
Please select Loan Type for company {0},Vyberte typ půjčky pro společnost {0},
Pledge Status,Stav zástavy,
Pledge Time,Pledge Time,
Proposed Pledges are mandatory for secured Loans,Navrhované zástavy jsou povinné pro zajištěné půjčky,
Qty or Amount is mandatroy for loan security,Množství nebo částka je mandatroy pro zajištění půjčky,
Repayment Method is mandatory for term loans,Způsob splácení je povinný pro termínované půjčky,
Repayment Start Date is mandatory for term loans,Datum zahájení splácení je povinné pro termínované půjčky,
Sanctioned Amount limit crossed for {0} {1},Překročení limitu sankce za {0} {1},
Sanctioned Loan Amount already exists for {0} against company {1},Částka schváleného úvěru již existuje pro {0} proti společnosti {1},
Valid From Time must be lesser than Valid Upto Time.,Platný od času musí být menší než platný až do doby.,
Loan Amount is mandatory,Částka půjčky je povinná,
Loan amount is mandatory,Částka půjčky je povinná,
No valid Loan Security Price found for {0},Nebyla nalezena platná cena zabezpečení půjčky pro {0},
Loan Account and Payment Account cannot be same,Úvěrový účet a platební účet nemohou být stejné,
Loan Security Pledge can only be created for secured loans,Slib zajištění půjčky lze vytvořit pouze pro zajištěné půjčky,
Applicant Name,Žadatel Název,
Member,Člen,
Partially Disbursed,částečně Vyplacené,
Loan Closure Requested,Požadováno uzavření úvěru,
Loan Details,půjčka Podrobnosti,
Loan Type,Typ úvěru,
Loan Amount,Částka půjčky,
Is Secured Loan,Je zajištěná půjčka,
Rate of Interest (%) / Year,Úroková sazba (%) / rok,
Disbursement Date,výplata Datum,
Disbursed Amount,Částka vyplacená,
Is Term Loan,Je termín půjčka,
Repayment Method,splácení Metoda,
Repay Fixed Amount per Period,Splatit pevná částka na období,
Repay Over Number of Periods,Splatit Over počet období,
Repayment Period in Months,Splácení doba v měsících,
Monthly Repayment Amount,Výše měsíční splátky,
Repayment Start Date,Datum zahájení splacení,
Loan Security Details,Podrobnosti o půjčce,
Maximum Loan Value,Maximální hodnota půjčky,
Account Info,Informace o účtu,
Loan Account,Úvěrový účet,
Interest Income Account,Účet Úrokové výnosy,
Penalty Income Account,Účet peněžitých příjmů,
Repayment Schedule,splátkový kalendář,
Total Payable Amount,Celková částka Splatné,
Total Principal Paid,Celková zaplacená jistina,
Total Interest Payable,Celkem splatných úroků,
Total Amount Paid,Celková částka zaplacena,
Loan Manager,Správce půjček,
Loan Info,Informace o úvěr,
Rate of Interest,Úroková sazba,
Proposed Pledges,Navrhované zástavy,
Maximum Loan Amount,Maximální výše úvěru,
Repayment Info,splácení Info,
Total Payable Interest,Celkem Splatné úroky,
Against Loan ,Proti půjčce,
Loan Interest Accrual,Úvěrový úrok,
Amounts,Množství,
Pending Principal Amount,Čeká částka jistiny,
Payable Principal Amount,Splatná jistina,
Paid Principal Amount,Vyplacená jistina,
Paid Interest Amount,Částka zaplaceného úroku,
Process Loan Interest Accrual,Časově rozlišené úroky z procesu,
Repayment Schedule Name,Název splátkového kalendáře,
Payment Details,Platební údaje,
Interest Payable,Úroky splatné,
Amount Paid,Zaplacené částky,
Principal Amount Paid,Hlavní zaplacená částka,
Repayment Details,Podrobnosti splácení,
Loan Repayment Detail,Podrobnosti o splácení půjčky,
Loan Security Name,Název zabezpečení půjčky,
Unit Of Measure,Měrná jednotka,
Loan Security Code,Bezpečnostní kód půjčky,
Loan Security Type,Typ zabezpečení půjčky,
Haircut %,Střih%,
Loan  Details,Podrobnosti o půjčce,
Unpledged,Unpledged,
