Applicant,кандидат,
Applicant Type,Тип на кандидата,
Loan Amount cannot exceed Maximum Loan Amount of {0},Размер на кредита не може да надвишава сума на максимален заем  {0},
Loan Application,Искане за кредит,
Loan Management,Управление на заемите,
Loan Repayment,Погасяване на кредита,
Monthly Repayment Amount cannot be greater than Loan Amount,Месечна погасителна сума не може да бъде по-голяма от Размер на заема,
Payable Amount,Дължима сума,
Payment Date,Дата за плащане,
Please enter Repayment Periods,"Моля, въведете Възстановяване Периоди",
Please enter repayment Amount,"Моля, въведете погасяване сума",
Principal Amount,Размер на главницата,
Sanctioned Amount,Санкционирани Сума,
Approved,Одобрен,
Account {0} does not belong to company {1},Сметка {0} не принадлежи към Фирма {1},
Add Loan Security,Добавете Заемна гаранция,
Against Loan,Срещу заем,
Against Loan:,Срещу заем:,
Amount paid cannot be zero,Изплатената сума не може да бъде нула,
Cannot create loan until application is approved,"Не може да се създаде заем, докато заявлението не бъде одобрено",
Loan Amount exceeds maximum loan amount of {0} as per proposed securities,Заемът надвишава максималния размер на заема от {0} според предложените ценни книжа,
Loan Disbursement,Изплащане на заем,
Loan Security,Заемна гаранция,
Loan Security Pledge,Залог за заем на заем,
Loan Security Pledge Created : {0},Залог за заем на заем създаден: {0},
Loan Security Price,Цена на заемна гаранция,
Loan Security Price overlapping with {0},Цената на заемната гаранция се припокрива с {0},
Loan Security Unpledge,Отстраняване на сигурността на заема,
Loan Security Value,Стойност на сигурността на кредита,
Loan amount cannot be greater than {0},Сумата на заема не може да бъде по-голяма от {0},
Loan is mandatory,Заемът е задължителен,
Penalty Amount,Сума на наказанието,
Please select Applicant Type first,"Моля, първо изберете типа кандидат",
Please select Loan Type for company {0},"Моля, изберете тип заем за компания {0}",
Pledge Status,Статус на залог,
Pledge Time,Време за залог,
Proposed Pledges are mandatory for secured Loans,Предложените залози са задължителни за обезпечените заеми,
Qty or Amount is mandatroy for loan security,Количеството или сумата е мандатрой за гаранция на заема,
Repayment Method is mandatory for term loans,Методът на погасяване е задължителен за срочните заеми,
Repayment Start Date is mandatory for term loans,Началната дата на погасяване е задължителна за срочните заеми,
Sanctioned Amount limit crossed for {0} {1},Пределно ограничената сума е пресечена за {0} {1},
Sanctioned Loan Amount already exists for {0} against company {1},Сумата на санкционирания заем вече съществува за {0} срещу компания {1},
Valid From Time must be lesser than Valid Upto Time.,Валидно от времето трябва да е по-малко от валидното до време.,
Loan Amount is mandatory,Размерът на заема е задължителен,
Loan amount is mandatory,Размерът на заема е задължителен,
No valid Loan Security Price found for {0},Не е намерена валидна цена за сигурност на заема за {0},
Loan Account and Payment Account cannot be same,Заемната сметка и платежната сметка не могат да бъдат еднакви,
Loan Security Pledge can only be created for secured loans,Залогът за обезпечение на кредита може да бъде създаден само за обезпечени заеми,
Applicant Name,Заявител Име,
Member,Член,
Partially Disbursed,Частично Изплатени,
Loan Closure Requested,Изисквано закриване на заем,
Loan Details,Заем - Детайли,
Loan Type,Вид на кредита,
Loan Amount,Заета сума,
Is Secured Loan,Осигурен е заем,
Rate of Interest (%) / Year,Лихвен процент (%) / Година,
Disbursement Date,Изплащане - Дата,
Disbursed Amount,Изплатена сума,
Is Term Loan,Термин заем ли е,
Repayment Method,Възстановяване Метод,
Repay Fixed Amount per Period,Погасяване фиксирана сума за Период,
Repay Over Number of Periods,Погасяване Над брой периоди,
Repayment Period in Months,Възстановяването Период в месеци,
Monthly Repayment Amount,Месечна погасителна сума,
Repayment Start Date,Начална дата на погасяване,
Loan Security Details,Детайли за сигурност на заема,
Maximum Loan Value,Максимална стойност на кредита,
Account Info,Информация за профила,
Loan Account,Кредитна сметка,
Interest Income Account,Сметка Приходи от лихви,
Penalty Income Account,Сметка за доходи от санкции,
Repayment Schedule,погасителен план,
Total Payable Amount,Общо Задължения Сума,
Total Principal Paid,Общо платена главница,
Total Interest Payable,"Общо дължима лихва,",
Total Amount Paid,Обща платена сума,
Loan Manager,Кредитен мениджър,
Loan Info,Заем - Информация,
Rate of Interest,Размерът на лихвата,
Proposed Pledges,Предложени обещания,
Maximum Loan Amount,Максимален Размер на заема,
Repayment Info,Възстановяване Info,
Total Payable Interest,Общо дължими лихви,
Against Loan ,Срещу заем,
Loan Interest Accrual,Начисляване на лихви по заеми,
Amounts,суми,
Pending Principal Amount,Висяща главна сума,
Payable Principal Amount,Дължима главна сума,
Paid Principal Amount,Платена главница,
Paid Interest Amount,Платена лихва,
Process Loan Interest Accrual,Начисляване на лихви по заемни процеси,
Repayment Schedule Name,Име на графика за погасяване,
Payment Details,Подробности на плащане,
Interest Payable,Дължими лихви,
Amount Paid,"Сума, платена",
Principal Amount Paid,Основна изплатена сума,
Repayment Details,Подробности за погасяване,
Loan Repayment Detail,Подробности за изплащането на заема,
Loan Security Name,Име на сигурността на заема,
Unit Of Measure,Мерна единица,
Loan Security Code,Код за сигурност на заема,
Loan Security Type,Тип на заема,
Haircut %,Прическа%,
Loan  Details,Подробности за заема,
Unpledged,Unpledged,
Pledged,Заложените,
Partially Pledged,Частично заложено,
Securities,ценни книжа,
Total Security Value,Обща стойност на сигурността,
Loan Security Shortfall,Недостиг на кредитна сигурност,
Loan ,заем,
Shortfall Time,Време за недостиг,
America/New_York,Америка / New_York,
Shortfall Amount,Сума на недостиг,
Security Value ,Стойност на сигурността,
Process Loan Security Shortfall,Дефицит по сигурността на заемния процес,
Loan To Value Ratio,Съотношение заем към стойност,
Unpledge Time,Време за сваляне,
Loan Name,Заем - Име,
Penalty Interest Rate (%) Per Day,Наказателна лихва (%) на ден,
Penalty Interest Rate is levied on the pending interest amount on a daily basis in case of delayed repayment ,Наказателната лихва се начислява ежедневно върху чакащата лихва в случай на забавено погасяване,
Grace Period in Days,Грейс период за дни,
