Applicant,Заявник,
Applicant Type,Тип заявника,
Loan Amount cannot exceed Maximum Loan Amount of {0},Сума кредиту не може перевищувати максимальний Сума кредиту {0},
Loan Application,Заявка на позику,
Loan Management,Кредитний менеджмент,
Loan Repayment,погашення позики,
Monthly Repayment Amount cannot be greater than Loan Amount,"Щомісячне погашення Сума не може бути більше, ніж сума позики",
Payable Amount,Сума до сплати,
Payment Date,Дата оплати,
Please enter Repayment Periods,"Будь ласка, введіть терміни погашення",
Please enter repayment Amount,"Будь ласка, введіть Сума погашення",
Principal Amount,Основна сума,
Sanctioned Amount,Санкціонована сума,
Approved,Затверджений,
Account {0} does not belong to company {1},Рахунок {0} не належать компанії {1},
Add Loan Security,Додати гарантію позики,
Against Loan,Проти позики,
Against Loan:,Проти позики:,
Amount paid cannot be zero,Сума сплаченої суми не може дорівнювати нулю,
Cannot create loan until application is approved,"Неможливо створити позику, поки заява не буде схвалена",
Loan Amount exceeds maximum loan amount of {0} as per proposed securities,Сума позики перевищує максимальну суму позики {0} відповідно до запропонованих цінних паперів,
Loan Disbursement,Виплата кредитів,
Loan Security,Гарантія позики,
Loan Security Pledge,Позика під заставу,
Loan Security Pledge Created : {0},Створено заставу під заставу: {0},
Loan Security Price,Ціна позикової позики,
Loan Security Price overlapping with {0},"Ціна забезпечення позики, що перекривається на {0}",
Loan Security Unpledge,Поповнення застави,
Loan Security Value,Значення безпеки позики,
Loan amount cannot be greater than {0},Сума позики не може перевищувати {0},
Loan is mandatory,Позика є обов’язковою,
Penalty Amount,Сума штрафу,
Please select Applicant Type first,Виберіть спочатку Тип заявника,
Please select Loan Type for company {0},Виберіть тип кредиту для компанії {0},
Pledge Status,Статус застави,
Pledge Time,Час застави,
Proposed Pledges are mandatory for secured Loans,Запропоновані застави є обов&#39;язковими для забезпечених позик,
Qty or Amount is mandatroy for loan security,Кількість або сума - мандатрой для забезпечення позики,
Repayment Method is mandatory for term loans,Метод погашення є обов&#39;язковим для строкових позик,
Repayment Start Date is mandatory for term loans,Дата початку погашення є обов&#39;язковою для строкових позик,
Sanctioned Amount limit crossed for {0} {1},Межа санкціонованої суми перекреслена за {0} {1},
Sanctioned Loan Amount already exists for {0} against company {1},Сума санкціонованої суми позики вже існує для {0} проти компанії {1},
Valid From Time must be lesser than Valid Upto Time.,"Дійсний з часом повинен бути меншим, ніж Дійсний час оновлення.",
Loan Amount is mandatory,Сума позики є обов&#39;язковою,
Loan amount is mandatory,Сума позики є обов&#39;язковою,
No valid Loan Security Price found for {0},Для {0} не знайдено дійсних цін на забезпечення позики,
Loan Account and Payment Account cannot be same,Позиковий рахунок і платіжний рахунок не можуть бути однаковими,
Loan Security Pledge can only be created for secured loans,Заставу забезпечення позики можна створити лише під заставу,
Applicant Name,Заявник Ім&#39;я,
Member,Член,
Partially Disbursed,частково Освоєно,
Loan Closure Requested,Запитується закриття позики,
Loan Details,кредит Детальніше,
Loan Type,Тип кредиту,
Loan Amount,Розмір позики,
Is Secured Loan,Позика під заставу,
Rate of Interest (%) / Year,Процентна ставка (%) / рік,
Disbursement Date,витрачання Дата,
Disbursed Amount,Виплачена сума,
Is Term Loan,Є строкова позика,
Repayment Method,спосіб погашення,
Repay Fixed Amount per Period,Погашати фіксовану суму за період,
Repay Over Number of Periods,Погашати Over Кількість періодів,
Repayment Period in Months,Період погашення в місцях,
Monthly Repayment Amount,Щомісячна сума погашення,
Repayment Start Date,Дата початку погашення,
Loan Security Details,Деталі забезпечення позики,
Maximum Loan Value,Максимальна вартість позики,
Account Info,Інформація про акаунт,
Loan Account,Рахунок позики,
Interest Income Account,Рахунок Процентні доходи,
Penalty Income Account,Рахунок пені,
Repayment Schedule,погашення Розклад,
Total Payable Amount,Загальна сума оплачується,
Total Principal Paid,Загальна сума сплаченої основної суми,
Total Interest Payable,Загальний відсоток кредиторів,
Total Amount Paid,Загальна сума сплачена,
Loan Manager,Кредитний менеджер,
Loan Info,Позика інформація,
Rate of Interest,відсоткова ставка,
Proposed Pledges,Запропоновані обіцянки,
Maximum Loan Amount,Максимальна сума кредиту,
Repayment Info,погашення інформація,
Total Payable Interest,Загальна заборгованість за відсотками,
Against Loan ,Проти Позики,
Loan Interest Accrual,Нарахування процентних позик,
Amounts,Суми,
Pending Principal Amount,"Основна сума, що очікує на розгляд",
Payable Principal Amount,"Основна сума, що підлягає сплаті",
Paid Principal Amount,Сплачена основна сума,
Paid Interest Amount,Сума сплачених відсотків,
Process Loan Interest Accrual,Нарахування відсотків за кредитом,
Repayment Schedule Name,Назва графіка погашення,
Payment Details,Платіжні реквізити,
Interest Payable,Виплата відсотків,
Amount Paid,Виплачувана сума,
Principal Amount Paid,Основна сплачена сума,
Repayment Details,Деталі погашення,
Loan Repayment Detail,Деталь погашення позики,
Loan Security Name,Ім&#39;я безпеки позики,
Unit Of Measure,Одиниця виміру,
Loan Security Code,Кодекс забезпечення позики,
Loan Security Type,Тип забезпечення позики,
Haircut %,Стрижка%,
Loan  Details,Деталі позики,
Unpledged,Незакріплений,
Pledged,Закладений,
Partially Pledged,Частково заставлений,
Securities,Цінні папери,
Total Security Value,Загальне значення безпеки,
Loan Security Shortfall,Дефіцит забезпечення позики,
Loan ,Кредит,
Shortfall Time,Час нестачі,
America/New_York,Америка / Нью-Йорк,
Shortfall Amount,Сума нестачі,
Security Value ,Значення безпеки,
Process Loan Security Shortfall,Дефіцит безпеки кредитного процесу,
Loan To Value Ratio,Співвідношення позики до вартості,
Unpledge Time,Час зняття,
Loan Name,кредит Ім&#39;я,
Penalty Interest Rate (%) Per Day,Процентна ставка пені (%) на день,
Penalty Interest Rate is levied on the pending interest amount on a daily basis in case of delayed repayment ,Процентна ставка пені щодня стягується із відкладеною сумою відсотків у разі затримки погашення,
Grace Period in Days,Пільговий період у днях,
No. of days from due date until which penalty won't be charged in case of delay in loan repayment,"Кількість днів з дати настання строку, до якого штраф не стягуватиметься у разі затримки повернення позики",
Pledge,Застава,
Post Haircut Amount,Кількість стрижки після публікації,
Process Type,Тип процесу,
Update Time,Час оновлення,
Proposed Pledge,Пропонована застава,
Total Payment,Загальна оплата,
Balance Loan Amount,Баланс Сума кредиту,
Is Accrued,Нараховано,
Sanctioned Loan Amount,Сума санкціонованої позики,
Sanctioned Amount Limit,Обмежений розмір санкціонованої суми,
Unpledge,Знімати,
Haircut,Стрижка,
Current Value,Поточна вартість,
Loan Repayment and Closure,Погашення та закриття позики,
Loan Security Status,Стан безпеки позики,
Disbursement Details,Деталі виплат,
Reference No,Довідковий номер,
Haircut percentage is the percentage difference between market value of the Loan Security and the value ascribed to that Loan Security when used as collateral for that loan.,"Відсоток стрижки - це відсоткова різниця між ринковою вартістю застави позики та вартістю, що приписується цьому забезпеченню позики, коли використовується як забезпечення цієї позики.",
Loan To Value Ratio expresses the ratio of the loan amount to the value of the security pledged. A loan security shortfall will be triggered if this falls below the specified value for any loan ,"Співвідношення позики та вартості виражає відношення суми позики до вартості застави. Дефіцит забезпечення позики буде ініційований, якщо він опуститься нижче зазначеного значення для будь-якого кредиту",
Loan Security {0} added multiple times,Захист позики {0} додано кілька разів,
Loan Securities with different LTV ratio cannot be pledged against one loan,Позикові цінні папери з різним коефіцієнтом LTV не можуть бути передані в заставу під одну позику,
Qty or Amount is mandatory for loan security!,Кількість або сума є обов’язковою для забезпечення позики!,
Only submittted unpledge requests can be approved,Можуть бути схвалені лише подані заявки на невикористання,
Interest Amount or Principal Amount is mandatory,Сума відсотків або основна сума є обов’язковою,
Disbursed Amount cannot be greater than {0},Виплачена сума не може перевищувати {0},
Row {0}: Loan Security {1} added multiple times,Рядок {0}: Безпека позики {1} додано кілька разів,
